bbl,longitude,latitude,ntaname,ntacode,county_fips
3051020063,-73.9590268,40.6476846,Flatbush,BK42,047
3024310036,-73.9620642,40.7118118,North Side-South Side,BK73,047
1005830024,-74.0051416,40.7306442,West Village,MN23,061
1014990010,-73.9587672,40.7819692,Upper East Side-Carnegie Hill,MN40,061
1005670007,-73.9952804,40.7331721,West Village,MN23,061
1019030038,-73.9489648,40.8039972,Central Harlem South,MN11,061
2031270026,-73.8823689,40.8427396,East Tremont,BX17,005
1017560056,-73.937852,40.8100439,Central Harlem North-Polo Grounds,MN03,061
1022430332,-73.9164814,40.8701752,Marble Hill-Inwood,MN01,061
1008660067,-73.9823549,40.7497547,Murray Hill-Kips Bay,MN20,061
1013930043,-73.9614754,40.7757341,Upper East Side-Carnegie Hill,MN40,061
4097670005,-73.79989,40.7067666,Jamaica,QN61,081
1007610009,-73.9939614,40.7551301,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1018610008,-73.9647913,40.8003554,Morningside Heights,MN09,061
1001430001,-74.0093576,40.7174911,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3052200064,-73.9581328,40.6366722,Flatbush,BK42,047
3068880006,-73.9962804,40.5956835,Bensonhurst East,BK29,047
4014430051,-73.8845242,40.7525033,Jackson Heights,QN28,081
1008860073,-73.9816562,40.7444847,Murray Hill-Kips Bay,MN20,061
1021680063,-73.9308369,40.8549983,Washington Heights North,MN35,061
3052570035,-73.9743677,40.6564092,Windsor Terrace,BK40,047
3067430079,-73.9605186,40.6174019,Midwood,BK43,047
1010460013,-73.9852746,40.7662784,Clinton,MN15,061
1002670037,-73.9814374,40.7137186,Lower East Side,MN28,061
3050480094,-73.9593425,40.65593,Prospect Lefferts Gardens-Wingate,BK60,047
3056230012,-73.9900413,40.6362265,Borough Park,BK88,047
3055600020,-73.9927202,40.6193407,Bensonhurst West,BK28,047
1015300040,-73.95378,40.7775922,Yorkville,MN32,061
1014210001,-73.9628492,40.7661197,Lenox Hill-Roosevelt Island,MN31,061
3036790001,-73.9037349,40.6736886,Brownsville,BK81,047
1016040001,-73.9543317,40.789252,East Harlem South,MN33,061
2028440043,-73.9153501,40.8414181,West Concourse,BX63,005
4163400050,-73.8911301,40.5664767,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
3018510063,-73.9454102,40.6810472,Bedford,BK75,047
1005900011,-74.0030381,40.731712,West Village,MN23,061
3053920042,-73.969738,40.6369613,Kensington-Ocean Parkway,BK41,047
3011000027,-73.9822876,40.663602,Park Slope-Gowanus,BK37,047
1018890064,-73.971156,40.7991357,Upper West Side,MN12,061
4047540001,-73.8011638,40.7851536,Ft. Totten-Bay Terrace-Clearview,QN47,081
1004010019,-73.9830578,40.7248462,East Village,MN22,061
1003310120,-73.9805533,40.7147725,Lower East Side,MN28,061
1018600005,-73.965514,40.7997188,Upper West Side,MN12,061
1018920025,-73.9690379,40.8024728,Morningside Heights,MN09,061
1009100046,-73.9789393,40.7425217,Murray Hill-Kips Bay,MN20,061
1008180019,-73.9943743,40.7383871,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1020020089,-73.9556106,40.8209623,Manhattanville,MN06,061
3021140023,-73.9746988,40.6861078,Fort Greene,BK68,047
1016310041,-73.946321,40.790308,East Harlem South,MN33,061
3057910007,-74.0189385,40.6399638,Sunset Park West,BK32,047
1005580044,-73.9889913,40.7325679,East Village,MN22,061
3032410011,-73.9287352,40.6944326,Bushwick South,BK78,047
2028740106,-73.9203652,40.845525,University Heights-Morris Heights,BX36,005
2026630004,-73.9014745,40.8298958,Morrisania-Melrose,BX35,005
1004780013,-73.9946355,40.7207603,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1014280045,-73.9594204,40.770716,Lenox Hill-Roosevelt Island,MN31,061
3008290020,-74.0190013,40.6454094,Sunset Park West,BK32,047
3008660071,-74.0108883,40.6366052,Sunset Park East,BK34,047
1013840026,-73.966136,40.7697932,Upper East Side-Carnegie Hill,MN40,061
1008180058,-73.9932593,40.7381181,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3022120021,-73.9564675,40.7040805,Williamsburg,BK72,047
1019030062,-73.950857,40.8048022,Central Harlem South,MN11,061
3011800027,-73.9615858,40.6718972,Prospect Heights,BK64,047
1013720073,-73.9594749,40.7583043,Turtle Bay-East Midtown,MN19,061
1011180022,-73.979753,40.7723984,Lincoln Square,MN14,061
1003760016,-73.9780614,40.7235059,Lower East Side,MN28,061
4158900097,-73.7836818,40.5930975,Hammels-Arverne-Edgemere,QN12,081
1011490043,-73.9770963,40.7814857,Upper West Side,MN12,061
1008940006,-73.9787242,40.749518,Murray Hill-Kips Bay,MN20,061
2032260053,-73.9077572,40.8645913,Kingsbridge Heights,BX30,005
1004110011,-73.9884124,40.7211661,Chinatown,MN27,061
1009040039,-73.9816794,40.738836,Gramercy,MN21,061
4161860064,-73.8346258,40.5794224,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
1014920069,-73.9625501,40.7780016,Upper East Side-Carnegie Hill,MN40,061
1001610001,-73.9998774,40.7136515,Chinatown,MN27,061
1008830046,-73.9814945,40.7417124,Gramercy,MN21,061
2030970053,-73.885995,40.8484467,East Tremont,BX17,005
3030140001,-73.9286909,40.7049497,Bushwick North,BK77,047
3035650048,-73.9188327,40.6619059,Brownsville,BK81,047
1016280024,-73.9484279,40.7884096,East Harlem South,MN33,061
3016660045,-73.9295255,40.6836983,Stuyvesant Heights,BK35,047
1002760025,-73.9945713,40.7119661,Chinatown,MN27,061
1014320027,-73.9560038,40.7726333,Lenox Hill-Roosevelt Island,MN31,061
3012610058,-73.9526466,40.6704446,Crown Heights North,BK61,047
3074670013,-73.9468369,40.5874588,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
3019610032,-73.9670474,40.6864105,Clinton Hill,BK69,047
3010730041,-73.9725491,40.6703989,Park Slope-Gowanus,BK37,047
1005930003,-74.0005124,40.7333671,West Village,MN23,061
4008470051,-73.9108201,40.7778689,Steinway,QN72,081
2033570225,-73.8713491,40.8783321,Norwood,BX43,005
1006360013,-74.0096232,40.7331362,West Village,MN23,061
3023410001,-73.9629477,40.7187755,North Side-South Side,BK73,047
1004200068,-73.9912698,40.7200684,Chinatown,MN27,061
3002420012,-73.9953083,40.6952944,Brooklyn Heights-Cobble Hill,BK09,047
1013110045,-73.9686279,40.7604014,Turtle Bay-East Midtown,MN19,061
3062630017,-73.9930203,40.608518,Bensonhurst West,BK28,047
1008660009,-73.9827555,40.7495983,Murray Hill-Kips Bay,MN20,061
1010610027,-73.9889066,40.7645332,Clinton,MN15,061
1007630077,-73.9934668,40.7567385,Clinton,MN15,061
1012240013,-73.9703501,40.7919471,Upper West Side,MN12,061
1003850056,-73.9823587,40.7218186,Lower East Side,MN28,061
1001340025,-74.0073262,40.713676,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1008310026,-73.9878234,40.7459594,Midtown-Midtown South,MN17,061
1020750017,-73.9497005,40.824668,Hamilton Heights,MN04,061
4000180001,-73.9571016,40.7443436,Hunters Point-Sunnyside-West Maspeth,QN31,081
1019490047,-73.9533824,40.8091344,Central Harlem South,MN11,061
2029310079,-73.9015205,40.8329946,Morrisania-Melrose,BX35,005
3073220001,-73.9546837,40.6010682,Madison,BK44,047
1015440006,-73.9533597,40.7745947,Yorkville,MN32,061
2048400023,-73.8583606,40.8882088,Williamsbridge-Olinville,BX44,005
1003870037,-73.9802732,40.7226087,Lower East Side,MN28,061
2057580442,-73.9072841,40.8824067,Spuyten Duyvil-Kingsbridge,BX29,005
1001990034,-73.9998701,40.7163359,Chinatown,MN27,061
2027870001,-73.9099388,40.8394488,East Concourse-Concourse Village,BX14,005
1015230001,-73.9528683,40.7852304,Upper East Side-Carnegie Hill,MN40,061
1019900013,-73.9644866,40.8095089,Morningside Heights,MN09,061
2057140164,-73.9082072,40.8817048,Spuyten Duyvil-Kingsbridge,BX29,005
1012530090,-73.974585,40.795519,Upper West Side,MN12,061
1020820052,-73.9468674,40.8296292,Hamilton Heights,MN04,061
4049940041,-73.8247463,40.7664864,Flushing,QN22,081
4012780032,-73.8874737,40.7499536,Jackson Heights,QN28,081
1015180030,-73.9531889,40.7812562,Upper East Side-Carnegie Hill,MN40,061
1006940042,-74.0051862,40.7478099,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1005770030,-73.9950637,40.7360596,West Village,MN23,061
1006100030,-74.0015876,40.7339682,West Village,MN23,061
1009390038,-73.9743809,40.743841,Murray Hill-Kips Bay,MN20,061
4067120081,-73.8111465,40.7196229,Kew Gardens Hills,QN37,081
4157440001,-73.7659276,40.5990519,Hammels-Arverne-Edgemere,QN12,081
2026240075,-73.9098283,40.816964,Melrose South-Mott Haven North,BX34,005
1010100051,-73.9784988,40.7655089,Midtown-Midtown South,MN17,061
1013440040,-73.9666017,40.7554575,Turtle Bay-East Midtown,MN19,061
3002550020,-73.9927374,40.6930052,Brooklyn Heights-Cobble Hill,BK09,047
1000160221,-74.0138812,40.7172463,Battery Park City-Lower Manhattan,MN25,061
4000300026,-73.9555638,40.7449496,Hunters Point-Sunnyside-West Maspeth,QN31,081
3017320016,-73.9446493,40.698671,Bedford,BK75,047
1005740011,-73.9975788,40.7348602,West Village,MN23,061
2026230060,-73.9111257,40.813965,Melrose South-Mott Haven North,BX34,005
1003860058,-73.9819184,40.722469,Lower East Side,MN28,061
1022410018,-73.9218243,40.8680051,Marble Hill-Inwood,MN01,061
1004150076,-73.9897835,40.7195084,Chinatown,MN27,061
1018600011,-73.9650482,40.7995238,Upper West Side,MN12,061
2028790170,-73.9163927,40.8543904,University Heights-Morris Heights,BX36,005
2024500048,-73.9139428,40.8341134,East Concourse-Concourse Village,BX14,005
2031070029,-73.886367,40.8443767,East Tremont,BX17,005
4011990020,-73.9018299,40.7506447,Woodside,QN63,081
1015530002,-73.9494667,40.7805162,Yorkville,MN32,061
1011280052,-73.9758585,40.7793061,Upper West Side,MN12,061
1017450005,-73.9443792,40.8019283,East Harlem North,MN34,061
2031580014,-73.8999312,40.8565126,Fordham South,BX40,005
1015290038,-73.9540838,40.7768896,Yorkville,MN32,061
4014560056,-73.8842024,40.7507491,Jackson Heights,QN28,081
4058630035,-73.7822431,40.785833,Ft. Totten-Bay Terrace-Clearview,QN47,081
2023310072,-73.9220246,40.8174532,Melrose South-Mott Haven North,BX34,005
4012270006,-73.9077695,40.7462827,Woodside,QN63,081
4032910080,-73.8407444,40.7173758,Forest Hills,QN17,081
1017510064,-73.9405711,40.8071496,Central Harlem North-Polo Grounds,MN03,061
3004590002,-73.9967335,40.6798167,Carroll Gardens-Columbia Street-Red Hook,BK33,047
3009740065,-73.9846281,40.6737224,Park Slope-Gowanus,BK37,047
1011430001,-73.9815747,40.7779458,Lincoln Square,MN14,061
3007390030,-74.0054054,40.6473295,Sunset Park East,BK34,047
3055480056,-73.9864205,40.6172047,Bensonhurst West,BK28,047
1012440022,-73.981515,40.785137,Upper West Side,MN12,061
1021440011,-73.9366721,40.8466001,Washington Heights South,MN36,061
1019250040,-73.9515244,40.8059031,Central Harlem South,MN11,061
1011990105,-73.9719743,40.7857554,Upper West Side,MN12,061
1021800090,-73.9363139,40.8507169,Washington Heights North,MN35,061
1010560005,-73.9928887,40.7621154,Clinton,MN15,061
4006250012,-73.9211702,40.7640127,Astoria,QN70,081
1019390030,-73.9448638,40.8143457,Central Harlem North-Polo Grounds,MN03,061
1013870001,-73.9664488,40.7724804,Upper East Side-Carnegie Hill,MN40,061
1014710027,-73.951796,40.7700186,Lenox Hill-Roosevelt Island,MN31,061
1004110001,-73.9887408,40.7205239,Chinatown,MN27,061
3048530082,-73.9477899,40.6532739,Erasmus,BK95,047
1008750003,-73.987677,40.7378404,Gramercy,MN21,061
1019320060,-73.9498625,40.8110653,Central Harlem North-Polo Grounds,MN03,061
1019370012,-73.9472342,40.8137182,Central Harlem North-Polo Grounds,MN03,061
4043740035,-73.8294223,40.7703224,Flushing,QN22,081
1014280039,-73.9588466,40.7704715,Lenox Hill-Roosevelt Island,MN31,061
1013840001,-73.9678324,40.7706143,Upper East Side-Carnegie Hill,MN40,061
1012360001,-73.9765191,40.7901699,Upper West Side,MN12,061
4102620006,-73.7829255,40.6972829,South Jamaica,QN01,081
1018840018,-73.9640014,40.8049608,Morningside Heights,MN09,061
1003080025,-73.991364,40.7163493,Chinatown,MN27,061
1007710062,-73.9978094,40.7438905,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1020100039,-73.9385629,40.8186599,Central Harlem North-Polo Grounds,MN03,061
1019420019,-73.9442982,40.8166757,Central Harlem North-Polo Grounds,MN03,061
2039060023,-73.8766079,40.8388553,Crotona Park East,BX75,005
1016340016,-73.9463481,40.7925642,East Harlem South,MN33,061
2030960052,-73.8880152,40.8486573,East Tremont,BX17,005
4161790017,-73.8295935,40.5806749,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
3013690060,-73.9233912,40.6722294,Crown Heights North,BK61,047
1003760030,-73.9771705,40.7231297,Lower East Side,MN28,061
1006140037,-74.0028651,40.7364961,West Village,MN23,061
1009070011,-73.9808453,40.7405897,Murray Hill-Kips Bay,MN20,061
1013810035,-73.9668808,40.7676305,Upper East Side-Carnegie Hill,MN40,061
1010570040,-73.9907841,40.7623952,Clinton,MN15,061
3072240128,-73.9617927,40.5876761,Brighton Beach,BK19,047
1019170012,-73.9439002,40.8131238,Central Harlem North-Polo Grounds,MN03,061
1004490002,-73.9876499,40.7280032,East Village,MN22,061
3002170001,-73.9918676,40.6987774,Brooklyn Heights-Cobble Hill,BK09,047
1010670062,-73.9878769,40.7694928,Clinton,MN15,061
4012800051,-73.8860187,40.7502568,Jackson Heights,QN28,081
1004150063,-73.9893397,40.720233,Chinatown,MN27,061
1007400049,-74.0026416,40.742068,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3066810399,-73.967444,40.6050689,Homecrest,BK25,047
1017510030,-73.9391379,40.8062239,Central Harlem North-Polo Grounds,MN03,061
1015450052,-73.9530702,40.7754976,Yorkville,MN32,061
1013230015,-73.969735,40.7548134,Turtle Bay-East Midtown,MN19,061
1009160035,-73.9754159,40.7459766,Murray Hill-Kips Bay,MN20,061
4031540025,-73.8567604,40.7228123,Forest Hills,QN17,081
1004690044,-73.9861517,40.7322107,East Village,MN22,061
3018670072,-73.9481015,40.6789158,Crown Heights North,BK61,047
3024310003,-73.9625438,40.7120644,North Side-South Side,BK73,047
4054220056,-73.8018016,40.7577017,East Flushing,QN52,081
4019460001,-73.8586302,40.7376253,Corona,QN25,081
1020660057,-73.9435688,40.8290595,Hamilton Heights,MN04,061
1011440037,-73.978975,40.7781265,Lincoln Square,MN14,061
4085170002,-73.7137012,40.7495704,Glen Oaks-Floral Park-New Hyde Park,QN44,081
1021110079,-73.9375436,40.838457,Washington Heights South,MN36,061
3012960039,-73.9511538,40.6660414,Crown Heights South,BK63,047
4051920001,-73.8206456,40.7529485,Flushing,QN22,081
1019820065,-73.9574675,40.8155751,Manhattanville,MN06,061
1020300034,-73.9396514,40.8215342,Central Harlem North-Polo Grounds,MN03,061
1020140020,-73.9372382,40.8211679,Central Harlem North-Polo Grounds,MN03,061
1010340010,-73.9906294,40.7587118,Clinton,MN15,061
1011230060,-73.9789178,40.7763232,Lincoln Square,MN14,061
1013500014,-73.9637339,40.7589562,Turtle Bay-East Midtown,MN19,061
3015790014,-73.9404402,40.6991547,Bushwick South,BK78,047
3032780008,-73.9209372,40.6987313,Bushwick North,BK77,047
1015470045,-73.9516359,40.7766883,Yorkville,MN32,061
1018790001,-73.9672465,40.802217,Morningside Heights,MN09,061
1005640041,-73.9907195,40.7337428,West Village,MN23,061
3050260302,-73.9609249,40.6555573,Prospect Lefferts Gardens-Wingate,BK60,047
1012290054,-73.9791531,40.7858091,Upper West Side,MN12,061
3048560012,-73.9446286,40.6541041,East Flatbush-Farragut,BK91,047
3002210033,-73.9927439,40.6990601,Brooklyn Heights-Cobble Hill,BK09,047
1007640044,-73.999899,40.7393177,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2031990066,-73.9026057,40.8618314,Kingsbridge Heights,BX30,005
1015450039,-73.9521605,40.7752502,Yorkville,MN32,061
2033430300,-73.8781807,40.8799012,Norwood,BX43,005
1015100072,-73.9588857,40.7772126,Upper East Side-Carnegie Hill,MN40,061
4008720131,-73.9230193,40.7727203,Old Astoria,QN71,081
2027200050,-73.8981504,40.8155078,Longwood,BX33,005
1011840083,-73.9834405,40.7817283,Upper West Side,MN12,061
4033340186,-73.835316,40.7141486,Forest Hills,QN17,081
3087720022,-73.9502374,40.5850916,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1015500045,-73.9503382,40.778738,Yorkville,MN32,061
1018770001,-73.9684896,40.800963,Upper West Side,MN12,061
1014940023,-73.9603148,40.7783439,Upper East Side-Carnegie Hill,MN40,061
1020460050,-73.9392555,40.8277645,Central Harlem North-Polo Grounds,MN03,061
1010580035,-73.989831,40.7628261,Clinton,MN15,061
1022190032,-73.919895,40.8637989,Marble Hill-Inwood,MN01,061
1018840048,-73.9640663,40.8053039,Morningside Heights,MN09,061
1020140016,-73.9375163,40.8212833,Central Harlem North-Polo Grounds,MN03,061
3008990048,-73.9927807,40.6594119,Sunset Park West,BK32,047
1011860095,-73.9825912,40.7846404,Upper West Side,MN12,061
1019910031,-73.962567,40.812028,Morningside Heights,MN09,061
3007330017,-73.9991063,40.6444393,Sunset Park East,BK34,047
1021590090,-73.9274768,40.8534427,Washington Heights North,MN35,061
2027840018,-73.9092249,40.8382433,East Concourse-Concourse Village,BX14,005
1002860011,-73.9861375,40.7139142,Lower East Side,MN28,061
1014270007,-73.959681,40.7696676,Lenox Hill-Roosevelt Island,MN31,061
1020390058,-73.9373293,40.8280572,Central Harlem North-Polo Grounds,MN03,061
1001370035,-74.0095846,40.7154984,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3012000021,-73.9515235,40.6782613,Crown Heights North,BK61,047
5001010554,-74.1019629,40.6347929,New Brighton-Silver Lake,SI35,085
1015270013,-73.9550345,40.7753008,Yorkville,MN32,061
1008210011,-73.9937065,40.7402974,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3002500030,-73.9919295,40.6939027,Brooklyn Heights-Cobble Hill,BK09,047
1004100071,-73.9886653,40.7190774,Chinatown,MN27,061
1015070033,-73.9534057,40.7862654,Upper East Side-Carnegie Hill,MN40,061
3011790066,-73.9650678,40.6727409,Prospect Heights,BK64,047
1015190028,-73.9528093,40.781912,Upper East Side-Carnegie Hill,MN40,061
1007710038,-73.9967846,40.7431027,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1011660001,-73.9830507,40.7811738,Upper West Side,MN12,061
3002340019,-73.9966353,40.6970841,Brooklyn Heights-Cobble Hill,BK09,047
1018250020,-73.9512058,40.8020302,Central Harlem South,MN11,061
4028690026,-73.8757282,40.7332232,Elmhurst,QN29,081
1013920001,-73.9641003,40.77568,Upper East Side-Carnegie Hill,MN40,061
1019270040,-73.9506421,40.8071736,Central Harlem South,MN11,061
4001900030,-73.9242999,40.7450596,Hunters Point-Sunnyside-West Maspeth,QN31,081
1007220043,-74.0007976,40.7477743,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2057220445,-73.916862,40.8780857,Spuyten Duyvil-Kingsbridge,BX29,005
2031290015,-73.8801302,40.8455945,East Tremont,BX17,005
1014010020,-73.964477,40.7666335,Upper East Side-Carnegie Hill,MN40,061
2028220019,-73.9108371,40.8460478,Mount Hope,BX41,005
3010710034,-73.9751189,40.6716017,Park Slope-Gowanus,BK37,047
3053490092,-73.9826972,40.6409192,Borough Park,BK88,047
1011510017,-73.9882737,40.7710986,Lincoln Square,MN14,061
4014870011,-73.8888865,40.7467957,Elmhurst,QN29,081
4034500019,-73.9085831,40.7004211,Ridgewood,QN20,081
2055170127,-73.8068737,40.8222199,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
3010660023,-73.9718163,40.6727894,Park Slope-Gowanus,BK37,047
4014720020,-73.8816214,40.7489569,Jackson Heights,QN28,081
1018850020,-73.9634629,40.8055507,Morningside Heights,MN09,061
1019240004,-73.9539337,40.8058932,Central Harlem South,MN11,061
1019870013,-73.9547054,40.8184917,Manhattanville,MN06,061
1012070034,-73.9662231,40.790376,Upper West Side,MN12,061
2030280044,-73.8987162,40.8496937,Mount Hope,BX41,005
1014980069,-73.9596736,40.7818597,Upper East Side-Carnegie Hill,MN40,061
2029580050,-73.8875551,40.8406917,East Tremont,BX17,005
1008950031,-73.976768,40.7495204,Murray Hill-Kips Bay,MN20,061
1006220014,-74.0053404,40.7357385,West Village,MN23,061
1015440011,-73.9529662,40.7744272,Yorkville,MN32,061
1019370159,-73.9475337,40.8141603,Central Harlem North-Polo Grounds,MN03,061
3021480007,-73.9623404,40.7082574,North Side-South Side,BK73,047
4006550031,-73.9207464,40.7591268,Astoria,QN70,081
1013300007,-73.9670618,40.7594238,Turtle Bay-East Midtown,MN19,061
1010500025,-73.9942066,40.7576141,Clinton,MN15,061
2028780138,-73.9177854,40.8506668,University Heights-Morris Heights,BX36,005
4012760071,-73.8899049,40.7507931,Jackson Heights,QN28,081
1007780003,-73.9956835,40.7485785,Midtown-Midtown South,MN17,061
1016280013,-73.9492619,40.7886433,East Harlem South,MN33,061
1014390023,-73.9599125,40.7630062,Lenox Hill-Roosevelt Island,MN31,061
4014340029,-73.8809042,40.7544511,Jackson Heights,QN28,081
2029330016,-73.9007297,40.8326206,Morrisania-Melrose,BX35,005
1018400029,-73.9612174,40.7970825,Upper West Side,MN12,061
1015700015,-73.9460448,40.7790682,Yorkville,MN32,061
3021880016,-73.9591712,40.706217,Williamsburg,BK72,047
3019800048,-73.9631547,40.683659,Clinton Hill,BK69,047
3012640048,-73.942896,40.6699022,Crown Heights North,BK61,047
1020510087,-73.9449549,40.8220282,Hamilton Heights,MN04,061
1003480009,-73.985884,40.7188465,Lower East Side,MN28,061
1004350028,-73.9837067,40.726677,East Village,MN22,061
1018670049,-73.9606235,40.8060027,Morningside Heights,MN09,061
1018270053,-73.9565086,40.8013022,Central Harlem South,MN11,061
1020700029,-73.9510075,40.8211416,Hamilton Heights,MN04,061
1016140012,-73.9489679,40.7953348,East Harlem South,MN33,061
3023180037,-73.9598124,40.7194909,North Side-South Side,BK73,047
1010580042,-73.9904519,40.7630512,Clinton,MN15,061
2029640016,-73.8944376,40.833046,Crotona Park East,BX75,005
3014400073,-73.9160729,40.6752765,Ocean Hill,BK79,047
1020300026,-73.9402079,40.8214686,Central Harlem North-Polo Grounds,MN03,061
2032070023,-73.9074392,40.8566918,University Heights-Morris Heights,BX36,005
1004040013,-73.9809824,40.7278651,East Village,MN22,061
1018950012,-73.9663163,40.8059276,Morningside Heights,MN09,061
4076380012,-73.7591697,40.7414813,Oakland Gardens,QN42,081
1009210006,-73.9843837,40.732345,Gramercy,MN21,061
2038750010,-73.8682817,40.8331481,West Farms-Bronx River,BX08,005
2033430212,-73.8766149,40.8798639,Norwood,BX43,005
3007390037,-74.004973,40.6470687,Sunset Park East,BK34,047
3008170003,-74.01001,40.6415678,Sunset Park East,BK34,047
3023050018,-73.9553,40.7186054,North Side-South Side,BK73,047
1020840062,-73.9465157,40.8311304,Hamilton Heights,MN04,061
1019480001,-73.9554923,40.8087867,Central Harlem South,MN11,061
1020080053,-73.9405796,40.817876,Central Harlem North-Polo Grounds,MN03,061
1006030037,-74.0081653,40.731591,West Village,MN23,061
1013700021,-73.9603231,40.7583704,Turtle Bay-East Midtown,MN19,061
4012790012,-73.8867319,40.751059,Jackson Heights,QN28,081
2038010001,-73.8564604,40.8302328,Westchester-Unionport,BX59,005
1004930015,-73.9947292,40.7227173,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
4008390021,-73.9210283,40.7710858,Old Astoria,QN71,081
1012170006,-73.9741655,40.7876086,Upper West Side,MN12,061
3013890062,-73.9351496,40.669448,Crown Heights North,BK61,047
5035360115,-74.0944071,40.5861066,Old Town-Dongan Hills-South Beach,SI36,085
1018610002,-73.9652535,40.8005175,Morningside Heights,MN09,061
2028100037,-73.9037476,40.8497557,Mount Hope,BX41,005
3024300019,-73.9628502,40.7124763,North Side-South Side,BK73,047
1013780006,-73.9704661,40.7667093,Upper East Side-Carnegie Hill,MN40,061
1004110044,-73.9878858,40.7204881,Chinatown,MN27,061
1014670044,-73.9550899,40.7680547,Lenox Hill-Roosevelt Island,MN31,061
1006420045,-74.0076321,40.7385737,West Village,MN23,061
3066050029,-73.9754015,40.6090509,Bensonhurst East,BK29,047
3047160059,-73.9149633,40.6548655,Rugby-Remsen Village,BK96,047
1015050056,-73.9555112,40.7858435,Upper East Side-Carnegie Hill,MN40,061
3011720021,-73.9680017,40.673793,Prospect Heights,BK64,047
3012770046,-73.9453704,40.6680671,Crown Heights South,BK63,047
3021480029,-73.9613884,40.7078509,North Side-South Side,BK73,047
1011670061,-73.9823933,40.782096,Upper West Side,MN12,061
2029480050,-73.8923318,40.8414154,East Tremont,BX17,005
4066910011,-73.8144413,40.7192083,Kew Gardens Hills,QN37,081
2031950032,-73.9060941,40.856957,University Heights-Morris Heights,BX36,005
1006020010,-74.0092512,40.7308169,West Village,MN23,061
1011990001,-73.9722234,40.7858597,Upper West Side,MN12,061
1010340020,-73.9903118,40.7585772,Clinton,MN15,061
1010190060,-73.9866404,40.7606629,Midtown-Midtown South,MN17,061
2027430025,-73.8911628,40.8247072,Hunts Point,BX27,005
1020300021,-73.9405293,40.821606,Central Harlem North-Polo Grounds,MN03,061
1013190034,-73.9713963,40.7525686,Turtle Bay-East Midtown,MN19,061
4061030001,-73.7781376,40.7683933,Bayside-Bayside Hills,QN46,081
1006330030,-74.0077471,40.7351015,West Village,MN23,061
3020290039,-73.9748894,40.6969277,Fort Greene,BK68,047
3023380023,-73.9549707,40.7147461,North Side-South Side,BK73,047
1001170001,-73.9998521,40.7125262,Chinatown,MN27,061
2024570021,-73.9158204,40.8353307,East Concourse-Concourse Village,BX14,005
2030100025,-73.8838376,40.8357668,Crotona Park East,BX75,005
1012450016,-73.9801062,40.7866985,Upper West Side,MN12,061
1004710031,-73.9968434,40.7197943,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3051360008,-73.9533052,40.6462387,Erasmus,BK95,047
1003910003,-73.9803336,40.725853,Lower East Side,MN28,061
1014320025,-73.9558847,40.7725838,Lenox Hill-Roosevelt Island,MN31,061
3009420061,-73.9746695,40.6777115,Prospect Heights,BK64,047
3002500014,-73.9918358,40.693587,Brooklyn Heights-Cobble Hill,BK09,047
1018410003,-73.9628888,40.7986558,Upper West Side,MN12,061
3074230011,-73.9389831,40.5928622,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
3012120072,-73.9519069,40.6764307,Crown Heights North,BK61,047
1022430354,-73.9183208,40.8709368,Marble Hill-Inwood,MN01,061
1014840022,-73.9518023,40.7662885,Lenox Hill-Roosevelt Island,MN31,061
1015100030,-73.9567887,40.7760371,Upper East Side-Carnegie Hill,MN40,061
1015100001,-73.9589473,40.7769354,Upper East Side-Carnegie Hill,MN40,061
4050420057,-73.829815,40.7565334,Flushing,QN22,081
1013620001,-73.9658337,40.7539422,Turtle Bay-East Midtown,MN19,061
3018880002,-73.968544,40.6933881,Clinton Hill,BK69,047
1013870004,-73.9664126,40.772667,Upper East Side-Carnegie Hill,MN40,061
3002680039,-73.9922471,40.6916245,Brooklyn Heights-Cobble Hill,BK09,047
1020630046,-73.9442283,40.8268887,Hamilton Heights,MN04,061
3010810038,-73.9742694,40.6681623,Park Slope-Gowanus,BK37,047
